pair,direction,publication_date,side,currency,fwd_5d,fwd_10d,fwd_20d
EUR/USD,BUY,2001-08-24,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2001-08-31,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2001-09-21,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2001-09-28,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2001-10-05,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2001-11-23,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-04-05,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-04-19,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-04-26,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-05-03,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-05-10,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-05-17,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-05-24,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-05-31,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-06-07,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-11-08,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-11-15,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2002-12-20,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2003-02-07,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-03-21,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-03-28,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-04-04,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2003-05-09,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2003-06-06,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-08-22,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-08-29,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-09-05,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-09-12,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,SELL,2003-09-19,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2003-11-21,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2003-11-28,base,EUR,0.025499582290649414,0.03549611568450928,0.051891326904296875
EUR/USD,BUY,2003-12-05,base,EUR,0.009203076362609863,0.01980268955230713,0.03949928283691406
EUR/USD,BUY,2003-12-19,base,EUR,0.0046961307525634766,0.019696593284606934,0.001305222511291504
EUR/USD,BUY,2003-12-25,base,EUR,0.01339101791381836,0.03269517421722412,0.027704596519470215
EUR/USD,BUY,2004-01-02,base,EUR,0.027698516845703125,-0.01839137077331543,-0.011388897895812988
EUR/USD,BUY,2004-01-09,base,EUR,-0.046089887619018555,-0.0275876522064209,-0.015890002250671387
EUR/USD,BUY,2004-01-30,base,EUR,0.023197412490844727,0.025993943214416504,0.0026015043258666992
EUR/USD,SELL,2004-04-02,base,EUR,-0.004295229911804199,-0.012607574462890625,-0.014606714248657227
EUR/USD,SELL,2004-04-09,base,EUR,-0.008312344551086426,-0.023602604866027832,-0.02060401439666748
EUR/USD,SELL,2004-04-15,base,EUR,-0.006189465522766113,-0.0026952028274536133,-0.01829516887664795
EUR/USD,SELL,2004-04-30,base,EUR,-0.010292530059814453,-0.010094881057739258,0.023513197898864746
EUR/USD,SELL,2004-05-07,base,EUR,0.0001976490020751953,0.014803767204284668,0.0395047664642334
EUR/USD,BUY,2004-07-16,base,EUR,-0.03599441051483154,-0.04398846626281738,-0.008000612258911133
EUR/USD,BUY,2004-07-23,base,EUR,-0.00799405574798584,0.021200180053710938,0.02259540557861328
EUR/USD,BUY,2004-10-01,base,EUR,-0.0004930496215820312,0.006398439407348633,0.0331040620803833
EUR/USD,BUY,2004-10-08,base,EUR,0.006891489028930664,0.02809727191925049,0.04980289936065674
EUR/USD,BUY,2004-10-29,base,EUR,0.017499685287475586,0.01780235767364502,0.05030667781829834
EUR/USD,BUY,2004-11-05,base,EUR,0.0003026723861694336,0.007202625274658203,0.049904465675354004
EUR/USD,BUY,2004-11-12,base,EUR,0.0068999528884887695,0.03250432014465332,0.024597525596618652
EUR/USD,BUY,2004-11-19,base,EUR,0.02560436725616455,0.0427018404006958,0.027392029762268066
EUR/USD,SELL,2004-12-17,base,EUR,0.022510886192321777,0.02521038055419922,-0.021397113800048828
EUR/USD,SELL,2004-12-24,base,EUR,0.0026994943618774414,-0.04770612716674805,-0.05390298366546631
EUR/USD,SELL,2005-05-20,base,EUR,0.0024962425231933594,-0.03269541263580322,-0.02779996395111084
EUR/USD,SELL,2005-05-27,base,EUR,-0.03519165515899658,-0.04449868202209473,-0.04838967323303223
EUR/USD,SELL,2005-06-03,base,EUR,-0.009307026863098145,0.004895448684692383,-0.029400110244750977
EUR/USD,SELL,2005-06-10,base,EUR,0.014202475547790527,-0.0038909912109375,-0.01558828353881836
EUR/USD,SELL,2005-06-17,base,EUR,-0.018093466758728027,-0.03429555892944336,-0.023296236991882324
EUR/USD,SELL,2005-06-24,base,EUR,-0.016202092170715332,-0.01169729232788086,-0.003706216812133789
EUR/USD,SELL,2005-07-01,base,EUR,0.004504799842834473,0.010999321937561035,0.018798232078552246
EUR/USD,SELL,2005-07-08,base,EUR,0.0064945220947265625,0.00799107551574707,0.03849136829376221
EUR/USD,SELL,2005-12-02,base,EUR,0.009511351585388184,0.029509782791137695,0.012211203575134277
EUR/USD,SELL,2005-12-09,base,EUR,0.01999843120574951,0.005792498588562012,0.034001827239990234
EUR/USD,BUY,2006-01-27,base,EUR,-0.006690859794616699,-0.018691539764404297,-0.0215909481048584
EUR/USD,BUY,2006-02-03,base,EUR,-0.012000679969787598,-0.008502721786499023,0.0018978118896484375
EUR/USD,BUY,2006-03-24,base,EUR,0.00800466537475586,0.005997180938720703,0.030595779418945312
EUR/USD,BUY,2006-03-31,base,EUR,-0.0020074844360351562,-0.00030815601348876953,0.05209505558013916
EUR/USD,BUY,2006-04-07,base,EUR,0.0016993284225463867,0.02459859848022461,0.06330204010009766
EUR/USD,BUY,2006-04-14,base,EUR,0.022899270057678223,0.05240321159362793,0.08179569244384766
EUR/USD,BUY,2006-04-21,base,EUR,0.029503941535949707,0.03870344161987305,0.042603373527526855
EUR/USD,BUY,2006-04-28,base,EUR,0.00919950008392334,0.029392480850219727,0.010302066802978516
EUR/USD,BUY,2006-05-05,base,EUR,0.020192980766296387,0.0038999319076538086,0.019006967544555664
EUR/USD,BUY,2006-05-12,base,EUR,-0.016293048858642578,-0.01909041404724121,-0.02889728546142578
EUR/USD,BUY,2006-05-19,base,EUR,-0.002797365188598633,0.015107035636901855,-0.012204766273498535
EUR/USD,BUY,2006-05-26,base,EUR,0.01790440082550049,-0.00980687141418457,-0.021506428718566895
EUR/USD,BUY,2006-06-02,base,EUR,-0.02771127223968506,-0.02731180191040039,-0.013507604598999023
EUR/USD,BUY,2006-06-09,base,EUR,0.00039947032928466797,-0.011699557304382324,0.018301844596862793
EUR/USD,BUY,2006-07-14,base,EUR,0.006201267242431641,0.010705232620239258,0.008109211921691895
EUR/USD,BUY,2006-08-04,base,EUR,-0.015388846397399902,-0.0050885677337646484,-0.004298210144042969
EUR/USD,BUY,2006-08-11,base,EUR,0.010300278663635254,0.003197908401489258,-0.0052089691162109375
EUR/USD,BUY,2006-08-18,base,EUR,-0.007102370262145996,0.0007903575897216797,-0.017705678939819336
EUR/USD,BUY,2006-08-25,base,EUR,0.007892727851867676,-0.008406877517700195,0.0042945146560668945
EUR/USD,BUY,2006-09-01,base,EUR,-0.01629960536956787,-0.018496036529541016,-0.017390727996826172
EUR/USD,BUY,2006-09-08,base,EUR,-0.0021964311599731445,0.01270139217376709,-0.006900310516357422
EUR/USD,BUY,2006-12-01,base,EUR,0.0053070783615112305,-0.02420330047607422,-0.014297246932983398
EUR/USD,BUY,2006-12-08,base,EUR,-0.02951037883758545,-0.025707364082336426,-0.040906429290771484
EUR/USD,BUY,2006-12-15,base,EUR,0.0038030147552490234,0.00990605354309082,-0.01708674430847168
EUR/USD,BUY,2006-12-22,base,EUR,0.006103038787841797,-0.015199065208435059,-0.016798853874206543
EUR/USD,BUY,2007-02-23,base,EUR,-0.00039887428283691406,-0.0053026676177978516,0.012800335884094238
EUR/USD,BUY,2007-03-02,base,EUR,-0.0049037933349609375,0.015306591987609863,0.01939868927001953
EUR/USD,BUY,2007-03-16,base,EUR,-0.002107381820678711,0.004092097282409668,0.02029430866241455
EUR/USD,BUY,2007-03-30,base,EUR,0.00429689884185791,0.016202211380004883,0.029606342315673828
EUR/USD,BUY,2007-04-06,base,EUR,0.011905312538146973,0.018703579902648926,0.018703579902648926
EUR/USD,BUY,2007-04-13,base,EUR,0.006798267364501953,0.013404130935668945,0.0
EUR/USD,BUY,2007-04-20,base,EUR,0.006605863571166992,0.0,-0.007602214813232422
EUR/USD,BUY,2007-04-27,base,EUR,-0.006605863571166992,-0.013404130935668945,-0.020496606826782227
EUR/USD,BUY,2007-05-04,base,EUR,-0.006798267364501953,-0.007602214813232422,-0.014704346656799316
EUR/USD,BUY,2007-05-11,base,EUR,-0.0008039474487304688,-0.007092475891113281,-0.01609516143798828
EUR/USD,BUY,2007-05-18,base,EUR,-0.0062885284423828125,-0.0071021318435668945,-0.013396501541137695
EUR/USD,SELL,2007-08-24,base,EUR,-0.0024983882904052734,0.01080632209777832,0.04070115089416504
EUR/USD,SELL,2007-12-21,base,EUR,0.03299272060394287,0.036684632301330566,0.022988438606262207
EUR/USD,SELL,2007-12-27,base,EUR,0.01310110092163086,0.018710017204284668,0.01602029800415039
EUR/USD,SELL,2008-01-03,base,EUR,0.005608916282653809,-0.010491013526916504,0.012011289596557617
EUR/USD,SELL,2008-01-25,base,EUR,0.012488365173339844,0.08959650993347168,0.015099525451660156
EUR/USD,SELL,2008-02-01,base,EUR,0.07710814476013184,-0.012380719184875488,0.03921210765838623
EUR/USD,SELL,2008-02-08,base,EUR,-0.08948886394500732,-0.07449698448181152,-0.023497462272644043
EUR/USD,SELL,2008-02-15,base,EUR,0.0149918794631958,0.05159282684326172,0.09418237209320068
EUR/USD,SELL,2008-02-22,base,EUR,0.03660094738006592,0.05099952220916748,0.08710908889770508
EUR/USD,SELL,2008-03-21,base,EUR,0.006382942199707031,0.0007888078689575195,0.021480321884155273
EUR/USD,SELL,2008-04-18,base,EUR,-0.009693622589111328,-0.023579955101013184,-0.020595788955688477
EUR/USD,SELL,2008-04-25,base,EUR,-0.013886332511901855,-0.009695649147033691,0.014236927032470703
EUR/USD,SELL,2008-05-02,base,EUR,0.0055942535400390625,0.016199707984924316,0.01069784164428711
EUR/USD,SELL,2008-05-09,base,EUR,0.010605454444885254,0.029512405395507812,0.029512405395507812
EUR/USD,SELL,2008-05-16,base,EUR,0.01890695095062256,-0.005501866340637207,-0.02269911766052246
EUR/USD,SELL,2008-05-30,base,EUR,0.024408817291259766,-0.017197251319885254,0.021201014518737793
EUR/USD,SELL,2008-06-06,base,EUR,-0.04160606861114502,-0.015714049339294434,-0.006501317024230957
EUR/USD,SELL,2008-06-13,base,EUR,0.025892019271850586,0.03839826583862305,0.05219149589538574
EUR/USD,SELL,2008-06-20,base,EUR,0.012506246566772461,0.009212732315063477,0.028600692749023438
EUR/USD,SELL,2008-08-01,base,EUR,-0.04739868640899658,0.00011324882507324219,-0.02529454231262207
EUR/USD,SELL,2008-08-08,base,EUR,-0.04739868640899658,0.00011324882507324219,-0.02529454231262207
EUR/USD,SELL,2008-08-15,base,EUR,-0.013204216957092285,-0.04994618892669678,0.004498124122619629
EUR/USD,SELL,2008-08-22,base,EUR,-0.013204216957092285,-0.04994618892669678,0.004498124122619629
EUR/USD,SELL,2008-08-29,base,EUR,-0.03960251808166504,-0.0430988073348999,-0.0071964263916015625
EUR/USD,SELL,2008-09-05,base,EUR,-0.0034962892532348633,0.014304161071777344,-0.04899787902832031
EUR/USD,SELL,2008-09-12,base,EUR,0.017800450325012207,0.03590238094329834,-0.08419418334960938
EUR/USD,SELL,2008-09-19,base,EUR,0.018101930618286133,-0.06330204010009766,-0.0994948148727417
EUR/USD,SELL,2008-09-26,base,EUR,-0.08140397071838379,-0.12009656429290771,-0.19690358638763428
EUR/USD,SELL,2008-10-03,base,EUR,-0.038692593574523926,-0.03619277477264404,-0.10829663276672363
EUR/USD,SELL,2008-10-17,base,EUR,-0.07930684089660645,-0.07210385799407959,-0.08260023593902588
EUR/USD,SELL,2008-10-24,base,EUR,0.0072029829025268555,0.008414149284362793,-0.0038961172103881836
EUR/USD,SELL,2008-10-31,base,EUR,0.0012111663818359375,-0.010496377944946289,-0.0004031658172607422
EUR/USD,BUY,2009-05-15,quote,USD,0.05010330677032471,0.06550681591033936,0.04990720748901367
EUR/USD,BUY,2009-05-22,quote,USD,0.015403509140014648,-0.0031108856201171875,-0.005605101585388184
EUR/USD,BUY,2009-05-29,quote,USD,-0.018514394760131836,-0.015599608421325684,-0.010405182838439941
EUR/USD,BUY,2009-06-05,quote,USD,0.0029147863388061523,-0.002494215965270996,-0.0011897087097167969
EUR/USD,BUY,2009-06-12,quote,USD,-0.0054090023040771484,0.005194425582885742,-0.006711125373840332
EUR/USD,BUY,2009-06-19,quote,USD,0.01060342788696289,0.0013045072555541992,0.015796780586242676
EUR/USD,BUY,2009-06-26,quote,USD,-0.009298920631408691,-0.011905550956726074,0.01589798927307129
EUR/USD,BUY,2009-07-03,base,EUR,-0.002606630325317383,0.014492273330688477,0.029999971389770508
EUR/USD,BUY,2009-07-10,quote,USD,0.01709890365600586,0.027803540229797363,0.025705933570861816
EUR/USD,BUY,2009-07-17,base,EUR,0.010704636573791504,0.015507698059082031,0.010199785232543945
EUR/USD,BUY,2009-07-24,base,EUR,0.004803061485290527,-0.002097606658935547,0.01088869571685791
EUR/USD,BUY,2009-07-31,quote,USD,-0.006900668144226074,-0.005307912826538086,0.00999295711517334
EUR/USD,BUY,2009-08-07,base,EUR,0.0015927553176879883,0.012986302375793457,0.010304570198059082
EUR/USD,BUY,2009-08-14,quote,USD,0.011393547058105469,0.015300869941711426,0.037305474281311035
EUR/USD,BUY,2009-08-21,quote,USD,0.003907322883605957,-0.002681732177734375,0.039515018463134766
EUR/USD,BUY,2009-08-28,quote,USD,-0.006589055061340332,0.02200460433959961,0.032495856285095215
EUR/USD,BUY,2009-09-11,quote,USD,0.0136030912399292,0.010491251945495605,0.015402913093566895
EUR/USD,BUY,2009-09-18,base,EUR,-0.0031118392944335938,-0.012603282928466797,0.019196391105651855
EUR/USD,BUY,2009-09-25,base,EUR,-0.009491443634033203,0.004911661148071289,0.03251218795776367
EUR/USD,BUY,2009-10-02,base,EUR,0.014403104782104492,0.03179967403411865,0.01429450511932373
EUR/USD,BUY,2009-10-09,base,EUR,0.01739656925201416,0.027600526809692383,0.011486172676086426
EUR/USD,BUY,2009-10-16,base,EUR,0.010203957557678223,-0.017505168914794922,8.893013000488281e-05
EUR/USD,BUY,2009-10-23,quote,USD,-0.027709126472473145,-0.016114354133605957,-0.014613628387451172
EUR/USD,BUY,2009-10-30,quote,USD,0.011594772338867188,0.017594099044799805,0.02579653263092041
EUR/USD,SELL,2009-12-11,quote,USD,-0.02699732780456543,-0.02199721336364746,-0.020793676376342773
EUR/USD,SELL,2009-12-18,base,EUR,0.005000114440917969,0.004088401794433594,0.004191994667053223
EUR/USD,SELL,2009-12-25,base,EUR,-0.000911712646484375,0.0012035369873046875,-0.025798439979553223
EUR/USD,SELL,2010-01-01,base,EUR,0.0021152496337890625,0.0001035928726196289,-0.05230057239532471
EUR/USD,SELL,2010-01-08,base,EUR,-0.0020116567611694336,-0.02700197696685791,-0.07310128211975098
EUR/USD,SELL,2010-01-15,quote,USD,-0.024990320205688477,-0.052404165267944336,-0.07560360431671143
EUR/USD,SELL,2010-01-22,base,EUR,-0.02741384506225586,-0.046099305152893066,-0.05259966850280762
EUR/USD,SELL,2010-01-29,base,EUR,-0.018685460090637207,-0.02319943904876709,-0.023589730262756348
EUR/USD,SELL,2010-02-05,base,EUR,-0.004513978958129883,-0.006500363349914551,-0.00510859489440918
EUR/USD,SELL,2010-02-12,base,EUR,-0.001986384391784668,-0.0003902912139892578,0.01349937915802002
EUR/USD,SELL,2010-02-19,base,EUR,0.0015960931777954102,0.001391768455505371,-0.007814526557922363
EUR/USD,SELL,2010-02-26,base,EUR,-0.00020432472229003906,0.013889670372009277,-0.022099614143371582
EUR/USD,SELL,2010-03-05,base,EUR,0.014093995094299316,-0.009206295013427734,-0.01240551471710205
EUR/USD,SELL,2010-03-12,base,EUR,-0.02330029010772705,-0.03598928451538086,-0.026900649070739746
EUR/USD,SELL,2010-03-26,base,EUR,0.009489774703979492,0.009088635444641113,-0.0026024580001831055
EUR/USD,SELL,2010-04-02,base,EUR,-0.0004011392593383789,-9.119510650634766e-05,-0.020688772201538086
EUR/USD,SELL,2010-04-09,base,EUR,0.00030994415283203125,-0.011691093444824219,-0.07448470592498779
EUR/USD,SELL,2010-04-23,base,EUR,-0.008596539497375488,-0.06279361248016357,-0.08169376850128174
EUR/USD,SELL,2010-04-30,base,EUR,-0.054197072982788086,-0.0938025712966919,-0.10240435600280762
EUR/USD,SELL,2010-05-07,base,EUR,-0.03960549831390381,-0.018900156021118164,-0.07850480079650879
EUR/USD,SELL,2010-05-14,base,EUR,0.020705342292785645,-0.008601784706115723,-0.024600625038146973
EUR/USD,SELL,2010-05-21,base,EUR,-0.029307126998901367,-0.059604644775390625,-0.01741206645965576
EUR/USD,SELL,2010-05-28,base,EUR,-0.030297517776489258,-0.01599884033203125,0.009901642799377441
EUR/USD,SELL,2010-06-04,base,EUR,0.014298677444458008,0.04219257831573486,0.05999958515167236
EUR/USD,SELL,2010-06-11,base,EUR,0.027893900871276855,0.02590048313140869,0.05299663543701172
EUR/USD,BUY,2010-10-01,base,EUR,0.030584096908569336,0.044989705085754395,0.015596628189086914
EUR/USD,BUY,2010-10-08,base,EUR,0.014405608177185059,-0.0011048316955566406,0.030002593994140625
EUR/USD,BUY,2010-10-15,base,EUR,-0.0155104398727417,-0.02939307689666748,-0.045101165771484375
EUR/USD,BUY,2010-10-22,base,EUR,-0.013882637023925781,0.031107425689697266,-0.02596306800842285
EUR/USD,BUY,2010-10-29,base,EUR,0.04499006271362305,-0.015708088874816895,-0.04383528232574463
EUR/USD,BUY,2010-11-05,base,EUR,-0.06069815158843994,-0.05707049369812012,-0.10120141506195068
EUR/USD,BUY,2010-12-24,quote,USD,0.017408370971679688,-0.01472163200378418,0.03408634662628174
EUR/USD,BUY,2010-12-31,quote,USD,-0.03213000297546387,0.0052040815353393555,0.042183518409729004
EUR/USD,BUY,2011-01-07,quote,USD,0.03733408451080322,0.04880797863006592,0.06446027755737305
EUR/USD,BUY,2011-01-28,quote,USD,-0.009853243827819824,-0.012114167213439941,0.009691238403320312
EUR/USD,BUY,2011-02-04,base,EUR,-0.002260923385620117,0.00014841556549072266,0.033434152603149414
EUR/USD,BUY,2011-02-11,base,EUR,0.00240933895111084,0.021805405616760254,0.019936323165893555
EUR/USD,BUY,2011-02-18,base,EUR,0.019396066665649414,0.03328573703765869,0.040690064430236816
EUR/USD,BUY,2011-02-25,base,EUR,0.013889670372009277,-0.0018690824508666992,0.035195350646972656
EUR/USD,BUY,2011-03-04,base,EUR,-0.015758752822875977,0.007404327392578125,0.01998138427734375
EUR/USD,BUY,2011-03-11,base,EUR,0.0231630802154541,0.037064433097839355,0.050077080726623535
EUR/USD,BUY,2011-03-18,base,EUR,0.013901352882385254,0.012577056884765625,0.039917588233947754
EUR/USD,BUY,2011-03-25,base,EUR,-0.001324295997619629,0.01301264762878418,0.038304805755615234
EUR/USD,BUY,2011-04-01,base,EUR,0.014336943626403809,0.02734053134918213,0.06853723526000977
EUR/USD,BUY,2011-04-08,base,EUR,0.01300358772277832,0.025292158126831055,0.024233579635620117
EUR/USD,BUY,2011-04-15,base,EUR,0.012288570404052734,0.04119670391082764,-0.01941812038421631
EUR/USD,BUY,2011-04-22,base,EUR,0.028908133506774902,-0.0010585784912109375,-0.023879528045654297
EUR/USD,BUY,2011-04-29,base,EUR,-0.02996671199798584,-0.060614824295043945,-0.07089889049530029
EUR/USD,BUY,2011-05-06,base,EUR,-0.030648112297058105,-0.02282094955444336,-0.005836129188537598
EUR/USD,SELL,2011-09-09,base,EUR,-0.0035096406936645508,-0.042324066162109375,-0.047519803047180176
EUR/USD,SELL,2011-09-16,base,EUR,-0.038814425468444824,-0.028319954872131348,-0.013353943824768066
EUR/USD,SELL,2011-09-23,base,EUR,0.010494470596313477,-0.005195736885070801,0.029813528060913086
EUR/USD,SELL,2011-09-30,base,EUR,-0.015690207481384277,0.014966011047363281,0.05880939960479736
EUR/USD,SELL,2011-10-07,base,EUR,0.03065621852874756,0.03500926494598389,0.04009723663330078
EUR/USD,SELL,2011-10-14,base,EUR,0.004353046417236328,0.04384338855743408,-0.012543678283691406
EUR/USD,SELL,2011-10-21,base,EUR,0.039490342140197754,0.0050879716873168945,-0.03209948539733887
EUR/USD,SELL,2011-10-28,base,EUR,-0.03440237045288086,-0.05638706684112549,-0.08429205417633057
EUR/USD,SELL,2011-11-04,base,EUR,-0.02198469638824463,-0.03718745708465576,-0.03629946708679199
EUR/USD,SELL,2011-11-18,base,EUR,-0.012702226638793945,0.0008879899978637695,-0.0428389310836792
EUR/USD,SELL,2011-11-25,base,EUR,0.013590216636657715,0.0014411211013793945,-0.027499914169311523
EUR/USD,SELL,2011-12-02,base,EUR,-0.01214909553527832,-0.04372692108154297,-0.051087141036987305
EUR/USD,SELL,2011-12-09,base,EUR,-0.03157782554626465,-0.028941035270690918,-0.05493652820587158
EUR/USD,SELL,2011-12-16,base,EUR,0.0026367902755737305,-0.007360219955444336,-0.020914196968078613
EUR/USD,SELL,2011-12-23,base,EUR,-0.009997010231018066,-0.025995492935180664,-0.009106636047363281
EUR/USD,SELL,2011-12-30,base,EUR,-0.015998482704162598,-0.013553977012634277,0.013672232627868652
EUR/USD,SELL,2012-01-06,base,EUR,0.0024445056915283203,0.016888856887817383,0.03410840034484863
EUR/USD,SELL,2012-01-13,base,EUR,0.014444351196289062,0.02722620964050293,0.04579365253448486
EUR/USD,SELL,2012-01-20,base,EUR,0.012781858444213867,0.01721954345703125,0.01618480682373047
EUR/USD,SELL,2012-01-27,base,EUR,0.004437685012817383,0.018567442893981934,0.028085827827453613
EUR/USD,SELL,2012-02-03,base,EUR,0.01412975788116455,-0.0010347366333007812,0.018552303314208984
EUR/USD,SELL,2012-02-10,base,EUR,-0.015164494514465332,0.00951838493347168,-0.00035262107849121094
EUR/USD,SELL,2012-02-17,base,EUR,0.02468287944793701,0.019587039947509766,-0.004806995391845703
EUR/USD,SELL,2012-02-24,base,EUR,-0.005095839500427246,-0.00987100601196289,-0.016882777214050293
EUR/USD,SELL,2012-05-11,base,EUR,-0.02365255355834961,-0.03988957405090332,-0.0364227294921875
EUR/USD,SELL,2012-05-18,base,EUR,-0.01623702049255371,-0.033594489097595215,-0.007055401802062988
EUR/USD,SELL,2012-05-25,base,EUR,-0.017357468605041504,0.0034668445587158203,0.0015734434127807617
EUR/USD,SELL,2012-06-01,base,EUR,0.020824313163757324,0.026539087295532227,0.007843852043151855
EUR/USD,SELL,2012-06-08,base,EUR,0.005714774131774902,-0.0018934011459350586,-0.0179135799407959
EUR/USD,SELL,2012-06-15,base,EUR,-0.007608175277709961,-0.01869523525238037,-0.04351150989532471
EUR/USD,SELL,2012-06-22,quote,USD,-0.01108705997467041,-0.01602017879486084,-0.027490854263305664
EUR/USD,SELL,2012-07-20,quote,USD,0.0003619194030761719,-0.009659886360168457,0.008101701736450195
EUR/USD,SELL,2012-07-27,quote,USD,-0.010021805763244629,0.0013587474822998047,0.02807486057281494
EUR/USD,BUY,2012-09-21,base,EUR,-0.006031036376953125,0.0043909549713134766,0.00956273078918457
EUR/USD,BUY,2012-09-28,base,EUR,0.010421991348266602,0.0020041465759277344,0.0025061368942260742
EUR/USD,BUY,2012-10-05,base,EUR,-0.008417844772338867,0.005171775817871094,-0.00691068172454834
EUR/USD,BUY,2012-10-12,base,EUR,0.013589620590209961,0.0005019903182983398,-0.018791675567626953
EUR/USD,BUY,2012-10-19,base,EUR,-0.013087630271911621,-0.012082457542419434,-0.028470635414123535
EUR/USD,BUY,2012-10-26,base,EUR,0.0010051727294921875,-0.019293665885925293,-0.0063135623931884766
EUR/USD,BUY,2012-11-02,base,EUR,-0.02029883861541748,-0.0163881778717041,0.0025197267532348633
EUR/USD,BUY,2012-11-09,base,EUR,0.003910660743713379,0.012980103492736816,0.016070842742919922
EUR/USD,BUY,2012-11-30,base,EUR,-0.006747722625732422,0.019232988357543945,0.025415420532226562
EUR/USD,BUY,2012-12-07,base,EUR,0.011529088020324707,0.027422428131103516,0.006926774978637695
EUR/USD,BUY,2012-12-14,base,EUR,0.01589334011077881,0.017156362533569336,0.01944267749786377
EUR/USD,BUY,2012-12-21,base,EUR,0.0012630224227905273,-0.02049565315246582,0.013489127159118652
EUR/USD,BUY,2012-12-27,base,EUR,-0.004358649253845215,-0.017093300819396973,0.008272647857666016
EUR/USD,BUY,2013-01-03,base,EUR,-0.012734651565551758,0.010862588882446289,0.03861594200134277
EUR/USD,BUY,2013-01-11,base,EUR,0.009939789772033691,0.009617924690246582,0.011622786521911621
EUR/USD,BUY,2013-01-18,base,EUR,-0.0003218650817871094,0.023843765258789062,-0.0019642114639282227
EUR/USD,BUY,2013-01-25,base,EUR,0.024165630340576172,0.002004861831665039,-0.01749885082244873
EUR/USD,BUY,2013-02-01,base,EUR,-0.022160768508911133,-0.025807976722717285,-0.05510520935058594
EUR/USD,BUY,2013-02-08,base,EUR,-0.0036472082138061523,-0.01950371265411377,-0.02780747413635254
EUR/USD,BUY,2013-02-15,base,EUR,-0.015856504440307617,-0.029297232627868652,-0.034055471420288086
EUR/USD,BUY,2013-02-22,base,EUR,-0.013440728187561035,-0.00830376148223877,-0.0289461612701416
EUR/USD,SELL,2013-03-22,quote,USD,-0.008897900581359863,0.002335667610168457,0.014823555946350098
EUR/USD,SELL,2013-03-29,quote,USD,0.01123356819152832,0.0298842191696167,0.019137144088745117
EUR/USD,SELL,2013-04-05,quote,USD,0.01865065097808838,0.01248788833618164,0.013681650161743164
EUR/USD,SELL,2013-04-12,quote,USD,-0.006162762641906738,-0.010747075080871582,-0.008034348487854004
EUR/USD,SELL,2013-05-24,quote,USD,0.011885762214660645,0.03204846382141113,0.031049251556396484
EUR/USD,SELL,2013-05-31,quote,USD,0.02016270160675049,0.03239798545837402,-0.0007991790771484375
EUR/USD,BUY,2013-06-21,base,EUR,-0.019962668418884277,-0.032784461975097656,-0.01249396800994873
EUR/USD,BUY,2013-06-28,base,EUR,-0.012821793556213379,0.006180763244628906,0.02382791042327881
